,postalcode,price,year,area,rooms,type
168319,260,40500000,1960,94,3,0
168320,109,65000000,1970,148,4,0
168321,540,13250000,1944,129,2,0
168322,260,72600000,1970,193,3,2
168323,550,12000000,1951,117,1,1
168324,230,25000000,1953,87,2,0
168325,230,27500000,1953,95,3,0
168326,112,55000000,2005,71,1,0
168327,203,93000000,2005,134,3,0
168328,102,58000000,2018,61,1,0
168329,240,45500000,2019,82,2,1
168330,110,64900000,2021,108,1,0
168331,221,45500000,2002,94,2,0
168337,260,59900000,2019,108,2,0
168338,270,92500000,1983,218,5,2
168339,210,75000000,2017,106,2,0
168340,780,70000000,1984,197,4,2
168341,780,42500000,1957,199,4,0
168342,107,51000000,1983,52,1,0
168343,104,89500000,1957,181,5,1
168344,415,52000000,1961,228,5,2
168345,603,7500000,1980,207,4,2
168347,110,56500000,1983,83,1,0
168348,600,42000000,1973,99,2,1
168352,600,51900000,2019,78,1,0
168353,112,55500000,1990,68,1,0
168354,104,47000000,1963,60,1,0
168356,108,65000000,2020,106,3,0
168357,108,65000000,2020,115,2,0
168358,101,56000000,1941,66,2,0
168359,221,65000000,1992,105,3,0
168361,104,55800000,1957,90,1,0
168366,101,51500000,1926,91,2,0
168367,210,111000000,1980,232,4,1
168368,107,273000000,1964,229,5,0
168369,107,273000000,1964,229,1,0
168370,107,140000000,1984,182,3,1
168371,203,67900000,2004,88,2,0
168372,220,117000000,1969,173,5,2
168373,512,21000000,1985,144,4,2
168374,801,55500000,2019,103,2,2
168377,800,86500000,2013,166,3,1
168379,825,55000000,1972,183,4,2
168380,270,64000000,2017,85,2,0
168381,170,147000000,1978,193,4,2
168383,270,106500000,2007,163,2,1
168384,203,81500000,2006,128,3,0
168385,105,100000000,1945,165,3,0
168386,800,62000000,2022,101,2,0
168387,800,57000000,2022,101,2,0
168388,800,47500000,2022,80,2,0
168389,800,44800000,2022,80,2,0
168392,200,82000000,1958,150,3,0
168393,101,66400000,1936,105,2,0
168394,107,63000000,1986,97,2,0
168396,410,37500000,1958,127,4,2
168397,900,17006000,1930,136,4,2
168399,111,50000000,1974,79,2,0
168400,230,34000000,1946,117,3,0
168401,104,39000000,1945,70,1,2
168402,111,47000000,1973,83,2,0
168404,220,68200000,2007,109,2,0
168405,210,82000000,2004,112,3,0
168419,200,112500000,2021,165,4,0
168422,240,75000000,1951,353,10,2
168423,101,60500000,1927,66,2,0
168424,105,59500000,1944,73,2,0
168425,105,62700000,1957,100,2,0
168426,300,94000000,2020,165,3,1
168428,101,65000000,2008,65,1,0
168429,220,105500000,1910,165,5,2
168430,101,172000000,1948,226,2,0
168431,101,172000000,1948,226,3,0
168432,101,172000000,1948,226,1,0
168436,101,61000000,1948,82,3,0
168437,101,74300000,1937,105,1,0
168439,105,46000000,1961,54,1,0
168440,625,27000000,1943,169,3,2
168441,300,28500000,2021,40,1,0
168442,800,40000000,2021,92,3,0
168443,200,148000000,2022,166,2,0
168444,550,44600000,1946,78,2,0
168445,112,79900000,1987,131,3,0
168446,112,58100000,1997,85,2,0
168448,101,20850000,1939,96,2,0
168450,103,31900000,2021,81,1,0
168455,270,103000000,2020,233,4,2
168459,221,65000000,2008,116,3,0
168463,225,55000000,1982,311,4,2
168465,675,14000000,1954,125,3,2
168471,800,19000000,1973,158,3,2
168473,112,57200000,1990,190,5,0
168474,240,46000000,2006,130,3,1
168477,107,86200000,1988,105,5,0
168478,107,70400000,1939,88,2,0
168481,104,275200000,2022,346,2,0
168483,109,53900000,1975,80,2,0
168484,112,70000000,1993,123,2,0
168486,220,47900000,1941,63,1,0
168488,104,110000000,1968,166,4,2
168489,200,55500000,1973,84,2,0
168492,260,58500000,2020,98,3,1
168494,104,97300000,1962,175,3,0
168495,600,85000000,1947,205,3,2
168496,260,79900000,2006,159,3,1
168497,200,26950000,1960,85,2,0
168500,113,200000000,2019,323,4,2
168501,113,129000000,2004,185,3,1
168502,550,56000000,1946,108,3,0
168503,700,30000000,1946,178,6,2
168504,230,47800000,1975,114,2,0
168505,230,69500000,1958,168,3,0
168506,230,37000000,1942,118,2,0
168507,108,87500000,2018,115,2,0
168510,108,87500000,2018,115,2,0
168511,108,87500000,2018,115,2,0
168512,108,87500000,2018,115,2,0
168514,210,93500000,1983,106,3,1
168515,220,63000000,1968,114,3,0
168516,201,84900000,2017,110,3,0
168517,104,80000000,2022,107,3,0
168518,104,77250000,2022,109,3,0
168519,104,82000000,2022,111,3,0
168520,104,77250000,2022,107,3,0
168522,203,63000000,2013,78,2,0
168523,603,35900000,1968,75,2,0
168524,800,45900000,2022,80,2,0
168525,800,45900000,2022,80,2,0
168526,800,54300000,2022,101,2,0
168527,210,31582000,1983,135,2,0
168528,200,107200000,1969,186,4,2
168529,425,35000000,1924,176,2,2
168531,800,65500000,2019,105,3,1
168532,415,47000000,1976,212,6,2
168533,110,113000000,1968,161,4,1
168534,415,37900000,1959,194,4,2
168535,800,65000000,1974,134,2,1
168536,101,235000000,1930,228,8,0
168537,110,44200000,1967,62,1,0
168538,112,62500000,1989,101,2,0
168539,415,16000000,1957,89,2,0
168540,210,149800000,1986,193,6,2
168541,220,126500000,1960,243,5,2
168542,850,50000000,1956,190,2,0
168543,850,50000000,1956,190,2,0
168545,200,51800000,1972,63,2,0
168546,107,76200000,1951,102,2,0
168548,800,41500000,2022,69,1,0
168549,640,19200000,1975,45,1,0
168551,900,27000000,1930,65,2,0
168552,603,70500000,1977,204,5,2
168553,603,42600000,1982,100,2,0
168554,600,39100000,2022,69,2,0
168555,600,53000000,2022,79,2,0
168556,109,86900000,1976,143,4,1
168557,104,35000000,1950,61,1,0
168558,200,80000000,1932,346,3,2
168560,200,40100000,1980,76,2,0
168561,603,44000000,1992,69,1,0
168562,600,54000000,2008,96,2,0
168565,203,94500000,2007,151,2,0
168566,221,108000000,1993,167,3,2
168567,108,75000000,1965,124,4,0
168568,103,32100000,1991,69,1,0
168569,740,29500000,1949,165,5,0
168570,110,151000000,1981,278,4,2
168571,111,43000000,1972,78,2,0
168573,107,51500000,1956,65,1,0
168575,103,59500000,2019,66,1,0
168576,105,88200000,1948,116,3,0
168578,201,69000000,2000,107,1,0
168579,104,73000000,2022,97,3,0
168580,112,69900000,1993,112,4,0
168581,210,71000000,2005,83,1,0
168583,200,94900000,1988,151,3,0
168584,200,128000000,1974,266,5,1
168585,109,48000000,1975,66,1,0
168586,109,67200000,1975,106,2,0
168587,102,80300000,2020,99,3,0
168588,370,25900000,2006,136,3,1
168589,310,34000000,2016,82,2,0
168590,350,39000000,1977,133,4,2
168591,350,12000000,1952,120,3,2
168592,300,41500000,1942,99,1,0
168593,311,38900000,1960,157,4,0
168594,310,34400000,2016,82,2,0
168596,900,15500000,1952,94,1,0
168597,250,68000000,2021,142,3,1
168600,245,41000000,1944,138,5,0
168601,230,43400000,1981,77,2,0
168602,230,70000000,1971,173,4,0
168603,260,31600000,1956,59,2,0
168604,221,162500000,2000,213,3,2
168605,550,23000000,1972,103,3,0
168606,600,49000000,1958,102,3,0
168607,220,110000000,1958,165,4,2
168608,112,30681000,2022,48,1,0
168609,107,64500000,1955,84,2,0
168610,105,61250000,1963,94,3,0
168612,104,87000000,1952,204,5,0
168613,112,120000000,1989,215,4,2
168615,112,114000000,1990,147,4,0
168619,600,61000000,2001,95,2,0
168622,107,110000000,1959,174,3,0
168623,109,65000000,1980,111,3,0
168625,107,45000000,1964,80,2,0
168627,800,41000000,2004,74,1,1
168628,400,48800000,1946,152,5,2
168629,200,75900000,2020,84,1,0
168630,210,76500000,2021,95,2,2
168631,170,139000000,1999,181,4,2
168632,110,54000000,1983,73,1,0
168633,113,79900000,2021,110,3,0
168634,104,51000000,1959,73,2,0
168635,107,36000000,1946,35,1,0
168636,101,50000000,1924,46,1,0
168637,640,33000000,1963,90,3,0
168638,640,41000000,1977,206,3,0
168639,800,57000000,2022,101,2,0
168642,240,55900000,2003,127,3,1
168643,105,62400000,1946,86,3,0
168645,107,117000000,1950,148,3,0
168646,113,14000000,2016,92,2,0
168647,603,41700000,1991,74,2,0
168648,800,48500000,2022,80,2,0
168649,800,45200000,2022,80,2,0
168650,800,48500000,2022,80,2,0
168654,600,66000000,2021,109,3,0
168655,800,46400000,2022,80,2,0
168656,110,70500000,2002,111,3,0
168657,603,89000000,1989,170,4,2
168658,800,46400000,2022,80,2,0
168660,600,29500000,1977,52,1,0
168661,800,25000000,1948,51,1,0
168662,603,32000000,1987,61,1,0
168663,107,147000000,1945,188,4,2
168664,225,113000000,1974,223,5,2
168665,220,72000000,1966,125,2,0
168666,101,118000000,2014,96,1,0
168667,103,121000000,1961,191,4,1
168668,700,38900000,1984,101,3,0
168669,700,39000000,1976,84,2,0
168670,700,38400000,1982,69,1,0
168671,700,37200000,2006,84,2,0
168672,700,13300000,1982,54,1,0
168673,700,57000000,1982,235,4,0
168675,210,172000000,2016,227,3,1
168677,780,42900000,1998,120,2,0
168687,260,52000000,2018,83,2,1
168688,113,82900000,2005,139,3,0
168689,104,63900000,2022,79,1,0
168690,104,86500000,2022,122,4,0
168691,104,78500000,2022,106,3,0
168693,230,36000000,1985,84,2,0
168694,240,71400000,2015,141,3,1
168695,250,63000000,2021,127,2,1
168698,112,112000000,1993,162,2,2
168699,110,103000000,2007,164,3,0
168700,201,57000000,2021,67,1,0
168701,210,68000000,2019,83,2,0
168703,800,23000000,1967,183,4,2
168704,230,34500000,1985,65,1,0
168705,260,58500000,1963,165,4,2
168706,260,47500000,2020,72,2,0
168709,310,39000000,1948,120,4,0
168710,310,33500000,1948,118,2,0
168711,740,19800000,1986,58,1,0
168714,104,81100000,2022,111,3,0
168715,105,78200000,2016,96,2,0
168716,300,52000000,2009,96,3,0
168717,300,52000000,1956,125,4,0
168718,300,95000000,2007,179,4,2
168719,600,49200000,1976,103,3,0
168720,800,101000000,2019,202,4,1
168721,800,31000000,1963,160,4,2
168722,104,86000000,1956,156,3,0
168723,112,59900000,1997,96,3,0
168724,230,54000000,1959,121,2,0
168726,230,36500000,1955,61,2,0
168727,800,52800000,2022,100,2,0
168728,800,61900000,1958,125,2,2
168729,201,57000000,2021,51,1,0
168730,102,67000000,2019,72,2,0
168734,104,108500000,2022,134,4,0
168735,210,87000000,2017,136,3,0
168736,220,49900000,1947,60,1,0
168738,112,55000000,1996,73,1,0
168739,300,67000000,2017,126,3,0
168740,262,38000000,1969,98,2,0
168741,112,60500000,1997,87,2,0
168742,230,33200000,1976,69,2,0
168743,221,61500000,2021,91,2,0
168744,260,63400000,2020,104,3,1
168745,240,79500000,2021,166,3,1
168746,113,64500000,2022,85,2,0
168747,113,68500000,2022,85,2,0
168748,604,88600000,2006,167,4,2
168749,600,60000000,2020,87,3,0
168750,860,21900000,1975,143,3,2
168751,200,43000000,1974,73,2,0
168752,107,60000000,1965,81,1,0
168754,600,89000000,1949,232,6,2
168755,800,33400000,2020,52,1,0
168757,113,22000000,2002,103,2,0
168758,603,51900000,2001,87,2,0
168759,600,32000000,1973,50,1,0
168761,800,73000000,1961,154,4,2
168762,800,97500000,2019,184,4,2
168763,600,37500000,2018,50,1,0
168764,850,28000000,1968,137,3,2
168765,800,86500000,1979,203,4,2
168766,810,69000000,2020,140,3,0
168767,109,58100000,1980,81,2,0
168768,600,64000000,1966,149,4,0
168769,600,35500000,1933,185,7,2
168771,425,21500000,1915,88,4,2
168772,800,86000000,2020,141,1,0
168773,109,103000000,1984,191,5,0
168774,210,59900000,1984,89,2,0
168775,260,48000000,2019,74,2,0
168776,230,79900000,1952,274,5,1
168777,230,36500000,1972,73,1,0
168778,190,89000000,2008,227,4,2
168779,104,52000000,1959,93,2,0
168780,260,75500000,2006,156,3,1
168783,110,149000000,2009,219,4,1
168784,730,65000000,1962,219,6,2
168786,900,53000000,1928,223,10,2
168788,104,60000000,1960,100,2,0
168789,221,66000000,2021,92,2,0
168790,600,21500000,2019,67,2,0
168792,200,72500000,2022,86,1,0
168793,104,93000000,2022,113,3,0
168794,104,72000000,2022,91,2,0
168797,111,48300000,1974,97,3,0
168799,109,92500000,1976,220,5,1
168800,210,59000000,1959,203,5,2
168801,220,57200000,1982,87,2,0
168802,109,53500000,1968,101,3,0
168803,400,42900000,1930,142,3,2
168804,107,100000000,1955,148,3,0
168805,113,78150000,2022,109,3,0
168806,113,55150000,2022,60,1,0
168807,113,64590000,2022,88,2,0
168815,203,71000000,2016,102,2,0
168816,110,53500000,1967,89,2,0
168817,107,64100000,1967,86,2,0
168818,103,67000000,2019,76,1,0
168848,200,96000000,2017,128,3,0
168849,109,47300000,1969,70,1,0
168850,220,57000000,1991,100,3,0
168851,260,76000000,2019,139,3,0
168852,262,49900000,1970,169,3,1
168853,262,52900000,1970,174,3,1
168854,900,35000000,1949,110,2,0
168855,113,58900000,2022,81,2,0
168856,225,60000000,2003,94,2,0
168857,101,45500000,1937,64,1,0
168858,221,74000000,2008,130,3,0
168859,600,45700000,1927,80,2,0
168860,107,60000000,1979,76,2,0
168861,603,43000000,1988,81,2,0
168863,104,63500000,1949,95,2,0
168865,700,31900000,2005,89,2,0
168872,755,9300000,1944,71,3,2
168873,800,40500000,2022,69,1,0
168874,201,72900000,2021,88,2,0
168877,104,63600000,1957,96,2,0
168878,101,27960000,1928,78,3,0
168880,600,39500000,2018,60,1,0
168881,530,35000000,1962,227,4,2
168882,603,82000000,1976,211,4,2
168883,101,44400000,1923,46,2,0
168884,300,68000000,1954,222,2,0
168885,300,68000000,1954,222,2,0
168886,220,51000000,1966,80,2,0
168890,210,125000000,2022,171,3,0
168891,110,115000000,1988,171,5,1
168892,104,57900000,2022,58,1,0
168894,109,67000000,1979,107,2,0
168897,230,42500000,1972,83,2,0
168898,260,35000000,1978,64,1,0
168899,245,68000000,2019,156,3,1
168900,260,43500000,1943,98,2,0
168901,245,45000000,2021,85,2,1
168902,245,53000000,2006,167,3,2
168903,260,51500000,2006,113,3,0
168904,900,62000000,1969,171,4,2
168905,545,41000000,1989,147,3,1
168907,105,94500000,1941,131,4,0
168908,600,56000000,1941,137,3,2
168909,600,49900000,1968,103,3,0
168910,603,41900000,2017,62,1,0
168911,603,44000000,1998,89,2,0
168912,109,55000000,1976,114,3,0
168913,300,68000000,2001,127,3,0
168914,800,86000000,2006,178,3,1
168915,220,64900000,1948,88,2,0
168917,210,65600000,1986,85,2,0
168919,850,51400000,1975,191,5,2
168920,109,55000000,1971,110,4,0
168922,310,19000000,1932,58,2,0
168923,603,36000000,1945,103,3,2
168924,603,48500000,2001,91,2,0
168925,200,52900000,2021,79,2,0
168932,800,58500000,2017,93,3,1
168934,200,81500000,2021,137,3,0
168935,109,56000000,1969,113,3,0
168936,425,27000000,1946,200,7,2
168937,112,55400000,1993,82,3,0
168939,400,35500000,1968,89,3,0
168940,105,86000000,2000,102,2,0
168941,108,75000000,1965,134,3,0
168942,101,20000000,1928,98,3,0
168943,103,119000000,1987,196,3,1
168945,310,33900000,2016,82,2,0
168946,310,29400000,2016,64,1,0
168947,340,36000000,1980,146,3,1
168949,310,57500000,2007,161,4,1
168950,310,63000000,1976,212,4,1
168951,355,34000000,1980,135,3,2
168952,260,59000000,1944,198,3,0
168953,262,47500000,1978,125,4,0
168954,260,53500000,1945,158,3,2
168956,201,68000000,1997,97,2,0
168957,108,52500000,1961,60,1,0
168958,210,106900000,2008,149,3,0
168959,107,39600000,1988,80,2,0
168960,425,15000000,1981,90,2,0
168961,112,56900000,1994,80,2,0
168962,545,29000000,1951,169,3,2
168963,600,45000000,2016,68,1,0
168964,210,96500000,2022,134,3,0
168965,220,43300000,1951,80,1,0
168966,400,33000000,1927,121,2,0
168968,800,54900000,2004,82,1,0
168969,110,69000000,1987,137,3,0
168970,201,64500000,1996,107,3,0
168971,108,72000000,1965,121,2,0
168972,220,42000000,1995,52,1,0
168973,200,52000000,2005,55,1,0
168974,112,52100000,1993,67,1,0
168975,600,22000000,1930,79,1,0
168976,107,200000000,1898,264,4,2
168977,800,77300000,2015,144,3,1
168978,815,52000000,1966,105,3,2
168979,109,61000000,1977,98,3,0
168980,220,11669000,2000,107,3,0
168981,210,79900000,2004,107,3,0
168982,103,83000000,1983,151,2,0
168983,210,74500000,2017,111,2,0
168985,200,124500000,1967,208,4,2
168986,101,53500000,1930,61,1,0
168988,110,69800000,2004,117,3,0
168989,111,45900000,1972,80,1,0
168990,112,78800000,1997,133,3,0
168991,113,66200000,2003,105,3,0
168992,102,79000000,2020,93,3,0
168994,109,63300000,1977,113,3,0
168995,107,65000000,1987,84,1,0
168996,170,78000000,2015,92,2,0
168998,108,117000000,1965,201,4,0
168999,111,22000000,1974,80,2,0
169000,105,64000000,1960,84,2,0
169001,221,91300000,2021,148,4,0
169002,105,50000000,1946,188,3,0
169003,170,70000000,1964,103,3,0
169004,105,60000000,1963,113,3,0
169005,105,58100000,1989,78,2,0
169006,170,86000000,1964,165,4,0
169008,260,43300000,2017,70,1,0
169009,250,63000000,2021,127,2,1
169010,230,34900000,1982,77,1,0
169011,230,45500000,1958,90,2,0
169012,260,34000000,1985,71,2,0
169013,230,37500000,1975,136,2,0
169014,900,40000000,1988,92,2,2
169015,900,60000000,1978,227,4,0
169016,900,40000000,1926,201,9,2
169017,109,75000000,1992,95,2,0
169018,101,80000000,1886,94,1,2
169019,107,45900000,1938,41,1,0
169021,104,86500000,2022,106,2,0
169025,104,425600000,2022,618,3,0
169027,104,124900000,2022,165,2,0
169028,105,46500000,1949,64,1,0
169029,730,20000000,1979,64,2,0
169030,755,28000000,1980,268,3,2
169031,730,53000000,2006,140,3,1
169032,800,57600000,2022,101,2,0
169037,203,20000000,2006,98,2,0
169041,200,75500000,1966,135,3,0
169042,220,58000000,1969,98,3,0
169045,108,47900000,1977,61,1,0
169046,200,58200000,2017,71,1,0
169047,800,96000000,2021,167,2,0
169048,270,83000000,1973,94,3,1
169049,101,217000000,2019,268,2,0
169050,101,217000000,2019,268,3,0
169051,111,25000000,1974,97,3,0
169052,108,53000000,1964,93,2,0
169053,101,65000000,1931,78,1,0
169054,105,42000000,1957,81,1,0
169055,270,111500000,1989,185,4,1
169056,104,39800000,1961,47,1,0
169057,200,121000000,2019,132,2,0
169058,113,75500000,2022,108,3,0
169059,112,51000000,1995,70,1,0
169065,221,56500000,2001,89,2,0
169066,104,69800000,1963,109,1,0
169067,200,78400000,1957,115,2,0
169068,600,85000000,1979,329,5,1
169069,107,82500000,1982,141,4,0
169070,270,87900000,2006,143,3,0
169071,113,69000000,2003,101,3,0
169072,230,62500000,1992,135,2,1
169073,260,36000000,1980,78,2,0
169074,112,51000000,1991,108,2,0
169076,230,77500000,1960,159,5,0
169077,262,35500000,1978,89,2,0
169078,240,37000000,1956,101,2,0
169079,900,31000000,1975,91,2,0
169080,900,50000000,1984,154,3,1
169081,110,72000000,1987,133,2,0
169082,110,87800000,2020,120,1,0
169083,101,53000000,1942,71,2,0
169084,105,58000000,1960,77,2,0
169086,750,12000000,1960,156,3,0
169087,750,12000000,1960,156,2,0
169088,825,52000000,1977,138,4,2
169089,810,39900000,2018,59,1,0
169090,113,76500000,2022,108,3,0
169091,270,145000000,1979,307,6,2
169092,220,96000000,1958,143,3,2
169093,101,44200000,1915,57,1,0
169095,350,28000000,1963,145,3,0
169096,550,39000000,1946,68,1,0
169105,112,111500000,1985,164,3,2
169106,221,44700000,1993,63,1,0
169107,221,113000000,2001,149,3,1
169108,201,86500000,2000,130,2,0
169109,203,92500000,2006,140,4,0
169111,210,105000000,1977,255,6,2
169112,109,114500000,1977,260,7,1
169113,109,22500000,1977,86,2,0
169114,109,57800000,1979,83,2,0
169115,105,52000000,1948,71,2,0
169117,105,83000000,1950,151,1,0
169118,220,109500000,1959,185,4,2
169119,220,65400000,1966,152,3,0
169121,112,68000000,1997,114,2,0
169124,600,48900000,2011,76,1,0
169126,860,49700000,2022,128,2,1
169128,600,75000000,2003,135,3,1
169129,600,41100000,1974,82,2,0
169131,112,57000000,1993,88,2,0
169133,101,73000000,1919,100,3,2
169134,109,70800000,1975,141,4,0
169135,580,11750000,1927,46,1,0
169137,221,130000000,2001,218,4,2
169138,220,55000000,1953,64,1,0
169139,108,72000000,1963,133,3,0
169140,104,56500000,1960,74,2,0
169142,815,26000000,2019,53,1,0
169144,900,18000000,1935,79,2,0
169145,200,98500000,2021,107,2,0
169146,112,52900000,1989,90,1,0
169147,108,50000000,1951,62,1,0
169148,113,69900000,2010,98,2,0
169149,300,86700000,1973,203,4,2
169150,550,28900000,1978,87,2,0
169151,550,42200000,1948,131,4,2
169152,230,37500000,1953,121,2,0
169153,230,28000000,1987,46,1,0
169154,230,47900000,1986,107,2,0
169155,108,43000000,1962,73,2,0
169156,210,135000000,1973,199,5,2
169157,200,99900000,1957,138,2,0
169158,765,24000000,1990,109,3,2
169160,230,70000000,1956,185,5,2
169161,240,38500000,2004,88,2,0
169162,250,57000000,2007,114,2,1
169163,210,58400000,1952,73,2,0
169164,110,145000000,1979,338,2,2
169168,105,49900000,1944,78,2,0
169169,102,61000000,2019,57,1,0
169170,203,93000000,2008,144,2,0
169171,860,35000000,2022,139,3,1
169173,170,63900000,1985,85,2,0
169174,300,31800000,1946,75,2,0
169175,221,81000000,2021,129,3,0
169176,221,79800000,2021,130,3,0
169177,221,79800000,2021,129,3,0
169178,300,41000000,1946,125,2,0
169179,700,49100000,1968,141,4,0
169182,101,64500000,1959,100,2,0
169183,113,69000000,2016,89,2,0
169185,111,50000000,1972,91,2,0
169189,101,50000000,1932,65,1,0
169190,221,55900000,2007,88,2,0
169191,101,54000000,1921,60,1,0
169192,107,50000000,1979,81,1,0
169193,200,92000000,1955,174,1,0
169194,200,92000000,1955,174,2,0
169195,270,119000000,2005,213,3,1
169196,210,169000000,1967,228,4,2
169197,600,59900000,2022,91,2,0
169198,600,60750000,1972,126,4,1
169199,200,51000000,1979,90,2,0
169200,105,64900000,1959,111,3,0
169201,870,35900000,2019,76,2,1
169202,200,84900000,1988,162,3,0
169204,210,70000000,1979,112,3,0
169205,109,55000000,1971,72,2,0
169206,210,65600000,1978,115,2,0
169207,900,27000000,1975,95,1,0
169209,301,60000000,2020,177,3,2
169214,220,56000000,1965,94,3,0
169215,203,57000000,2007,63,1,0
169217,107,145700000,1956,240,3,1
169219,200,42600000,1984,93,1,0
169223,101,77500000,1906,111,2,0
169224,603,31900000,1978,58,1,0
169225,600,34000000,2022,46,1,0
169226,600,61000000,2022,89,2,0
169229,105,58000000,1949,212,2,2
169230,105,58000000,1949,212,1,2
169231,270,55000000,1985,73,2,2
169233,108,51900000,1961,67,2,0
169239,600,56600000,2019,94,3,0
169240,260,67900000,2020,103,2,1
169241,109,103450000,1977,257,7,1
169242,221,69900000,2003,117,3,0
169243,105,71500000,1963,114,3,0
169244,603,88700000,1960,219,5,2
169245,112,54000000,1997,91,2,0
169246,600,41800000,1976,84,2,0
169247,620,35500000,1962,181,3,0
169248,400,70000000,1963,191,5,2
169249,350,35000000,1949,157,2,2
169251,260,72500000,2021,118,2,1
169252,108,91500000,1961,136,3,1
169253,109,162000000,2006,240,4,2
169254,210,68900000,2013,83,1,0
169256,109,55500000,1970,83,2,0
169257,101,36000000,1929,35,1,0
169259,200,34150000,2020,79,1,0
169260,104,61150000,1966,112,3,0
169261,780,22000000,1962,104,1,2
169262,104,51000000,1947,70,2,0
169263,104,41900000,1961,48,1,0
169264,210,75900000,2021,95,2,2
169265,270,52500000,2001,63,1,0
169267,108,14061000,2018,74,1,0
169268,108,14161000,2007,83,1,0
169271,108,72000000,1959,110,3,1
169272,260,36300000,1957,109,3,0
169273,105,56000000,1949,75,2,0
169274,200,119000000,1957,195,4,2
169275,203,72500000,2018,84,2,0
169276,200,81000000,1956,130,3,0
169277,540,47000000,1975,197,7,2
169278,540,32000000,1961,238,6,2
169279,112,56000000,1997,84,2,0
169282,700,60500000,1947,133,2,2
169283,700,37500000,1972,92,3,0
169285,220,41500000,1966,135,3,0
169286,700,54500000,2002,138,4,1
169288,810,45900000,2021,69,2,0
169290,221,66500000,2022,85,2,0
169291,220,91000000,2012,127,3,0
169292,101,250000000,2008,176,2,0
169293,102,106900000,2022,130,3,0
169297,220,22500000,1992,74,2,0
169299,105,75400000,1956,89,3,0
169301,262,26500000,1951,53,1,0
169302,580,44900000,1945,179,5,2
169303,102,62133000,2022,71,1,0
169305,245,47000000,2005,96,2,1
169307,103,52140000,2010,92,2,0
169308,201,72500000,2002,122,2,0
169309,112,64800000,2002,104,2,0
169310,105,68000000,1963,98,2,0
169311,104,53200000,1961,72,1,0
169313,103,48700000,2010,85,2,0
169317,220,47500000,1955,69,2,0
169319,800,38300000,1980,88,2,0
169320,260,60000000,2006,123,4,0
169321,300,48900000,1977,145,2,0
169322,300,41200000,1973,102,3,0
169323,245,32950000,1954,75,2,0
169324,260,51000000,2008,96,2,0
169325,230,69900000,1950,176,3,0
169326,260,85000000,1965,213,4,2
169327,230,60000000,1995,135,2,2
169328,603,15000000,1961,225,4,2
169330,108,93900000,1952,143,4,0
169331,105,59900000,2001,81,1,0
169334,220,139000000,1976,228,5,2
169335,105,80000000,2000,102,2,0
169337,600,21550000,2006,87,2,0
169338,103,85000000,1960,179,4,0
169339,105,44900000,1947,62,1,0
169340,104,85000000,1960,112,3,0
169341,270,61000000,2001,134,3,1
169344,900,66000000,1969,189,5,2
169345,270,78200000,1999,94,3,0
169346,112,120800000,1994,146,3,2
169347,201,60000000,2001,96,2,0
169348,270,117000000,1984,199,5,2
169350,107,155000000,1946,203,6,0
169351,105,70000000,2000,102,2,0
169352,101,65000000,1987,74,2,0
169353,102,66900000,2022,67,1,0
169354,108,70000000,1978,87,3,0
169355,108,43000000,1960,56,1,0
169356,107,24000000,1935,54,1,0
169357,102,114900000,2022,123,3,0
169358,170,110000000,1971,163,4,2
169359,220,41000000,1990,45,3,0
169360,203,65000000,2014,81,2,0
169361,101,53000000,2019,44,1,0
169362,101,49900000,1935,74,2,0
169363,108,20000000,1991,75,1,0
169365,310,85000000,1977,239,4,2
169366,111,41500000,1974,64,1,0
169367,203,85000000,2014,114,3,0
169368,108,105500000,1961,171,3,2
169373,103,84400000,2019,113,3,0
169374,340,27500000,1960,37,2,2
169376,102,66900000,2022,62,1,0
169377,230,45000000,1978,89,2,1
169378,260,81500000,2006,168,3,1
169379,640,33000000,1991,89,2,0
169380,640,24500000,1967,73,2,0
169381,825,24500000,1920,66,2,2
169382,201,55000000,2001,124,3,0
169383,300,65000000,1945,224,2,0
169387,600,36000000,1946,107,3,0
169395,113,58500000,2004,77,2,0
169396,103,79900000,1992,113,1,0
169398,113,51500000,2004,77,2,0
169403,112,135900000,2005,184,4,2
169404,111,41900000,1978,56,1,0
169405,270,52000000,1983,92,1,0
169406,101,56500000,1930,92,1,0
169407,112,41250000,1996,98,2,0
169408,262,24900000,1951,48,1,0
169410,230,79000000,1962,165,4,2
169411,200,33330000,1963,144,3,0
169412,220,45000000,1951,66,2,0
169413,110,43000000,1966,65,1,0
169415,210,104500000,2022,127,3,0
169416,113,85000000,2006,128,4,0
169419,600,38500000,1972,97,2,0
169420,800,84500000,2006,169,3,1
169421,170,66000000,1982,93,1,0
169426,310,41000000,2018,96,2,0
169427,603,54500000,1997,115,2,0
169428,603,35000000,1980,68,1,0
169429,107,70000000,1955,97,1,0
169430,580,8000000,1936,62,1,0
169431,310,35000000,1918,103,3,2
169432,600,72000000,1935,139,4,2
169433,108,77500000,1964,150,3,0
169434,108,62500000,1956,81,2,0
169435,110,48000000,1967,85,2,0
169436,201,62000000,1993,83,2,0
169437,109,58000000,1976,129,4,0
169439,850,36300000,2019,81,2,1
169440,603,15000000,1982,51,1,0
169442,110,39500000,1986,42,1,0
169443,105,48000000,1989,66,1,0
169444,603,42500000,2005,86,2,0
169445,104,50000000,1963,62,1,0
169446,220,83000000,1952,130,4,0
