,postalcode,price,year,area,rooms,type
169447,112,63000000,1994,103,4,0
169448,109,55000000,1970,96,3,0
169450,210,74900000,2021,89,2,2
169451,340,52000000,1981,144,2,2
169452,340,41600000,1971,121,3,2
169453,415,40200000,1974,163,3,2
169454,400,21300000,1943,76,1,0
169455,815,60000000,2018,100,2,1
169456,113,74000000,2006,117,3,0
169457,221,126900000,2007,222,4,1
169458,210,141000000,1993,209,3,2
169459,415,41900000,1962,180,5,2
169460,203,80000000,2006,131,3,0
169461,400,32000000,1990,117,3,0
169462,110,92000000,1984,191,4,0
169463,400,49000000,1978,197,4,2
169464,410,28000000,1967,149,3,2
169465,400,35000000,1961,104,3,0
169466,400,28900000,1940,65,2,0
169467,310,33900000,2016,82,2,0
169468,260,247850000,2010,366,6,2
169470,260,38500000,2021,84,2,0
169471,262,49900000,1970,169,3,1
169472,262,49900000,1970,169,3,1
169473,245,86000000,2008,198,4,2
169474,260,57000000,2008,117,2,0
169475,640,41000000,1958,139,4,2
169477,755,16500000,1963,171,4,2
169478,220,67500000,2000,94,2,0
169479,113,56150000,2022,57,1,0
169480,200,69500000,2019,88,1,0
169481,310,31000000,1993,70,1,0
169482,311,39500000,1976,40,1,2
169483,104,38000000,1902,55,1,0
169484,101,42000000,1917,52,1,0
169485,220,76200000,1989,108,3,0
169486,101,44000000,1930,55,1,0
169487,700,57100000,2007,188,4,1
169488,105,36000000,1949,42,1,0
169489,600,19000000,1926,45,2,0
169490,735,29000000,1953,148,5,2
169491,111,54000000,1973,105,3,0
169492,603,49000000,1999,92,2,0
169493,112,30772000,2022,48,1,0
169494,112,35939000,2022,55,2,0
169495,105,50600000,1936,52,1,0
169496,105,62100000,1947,89,2,0
169498,221,95000000,2007,157,4,0
169499,810,74000000,2021,139,3,1
169501,221,96200000,2007,153,4,0
169504,810,65000000,1980,189,6,1
169505,810,43000000,2018,72,1,0
169506,110,44200000,1967,58,1,0
169507,810,42000000,1972,76,2,2
169508,200,45000000,1979,94,2,0
169509,108,105000000,1955,214,4,2
169510,221,69000000,2002,110,3,0
169512,550,30000000,1946,91,3,2
169514,112,70000000,1996,116,3,0
169516,800,64800000,2019,114,3,1
169517,108,126500000,1957,183,7,2
169519,107,47900000,2016,76,1,0
169521,101,45500000,1930,47,1,0
169522,101,50000000,1934,54,1,0
169523,101,49450000,1998,61,1,0
169524,270,36000000,2004,102,2,0
169525,200,57000000,1972,88,2,0
169527,200,81500000,1983,125,3,0
169529,105,61000000,1998,85,2,0
169530,240,71900000,1965,161,4,2
169531,262,35000000,1978,89,2,0
169532,300,46490000,2022,61,1,0
169535,300,54000000,1992,97,1,1
169536,300,55000000,2020,77,1,0
169537,900,59900000,2009,145,2,0
169538,900,31500000,1949,209,8,2
169539,530,14000000,1931,150,3,2
169540,810,62700000,2004,111,2,1
169541,210,67900000,1978,114,2,0
169542,101,46900000,1935,56,1,0
169543,600,90000000,1933,259,1,0
169544,600,90000000,1933,259,5,0
169545,113,127000000,2008,198,3,1
169546,105,48300000,1987,76,2,0
169547,803,28000000,1974,155,2,0
169551,111,46500000,1973,68,1,0
169552,262,51000000,1970,169,3,1
169553,250,45500000,1970,175,4,2
169554,111,53000000,1978,76,1,0
169555,113,66900000,2003,96,2,0
169556,300,25000000,1966,150,1,2
169557,700,70000000,1979,177,4,2
169558,700,55500000,1999,113,3,2
169559,700,34500000,2006,70,1,0
169560,101,77500000,1906,98,1,0
169562,210,92000000,2004,124,2,0
169563,825,59900000,1977,170,3,2
169564,113,49500000,2004,72,1,0
169565,110,56000000,1968,96,3,0
169566,112,81500000,2000,119,3,0
169567,800,40000000,2004,76,1,1
169568,900,29500000,1957,161,4,0
169569,225,95000000,1996,111,4,2
169570,225,75900000,2004,116,3,0
169571,201,68800000,1995,104,3,0
169574,109,54900000,1968,101,3,0
169577,108,52700000,1991,58,1,0
169578,101,152500000,2021,146,3,0
169579,103,58900000,2020,63,1,0
169580,105,57000000,1957,100,2,0
169581,800,32000000,1991,61,1,0
169582,111,54000000,1975,95,3,0
169584,109,55500000,1970,103,3,0
169585,109,29800000,1977,61,1,0
169586,112,120000000,1992,217,4,2
169587,111,86000000,1974,150,3,1
169588,111,54900000,1980,91,2,0
169589,105,109000000,1947,164,5,0
169590,111,52500000,1974,97,3,0
169591,101,26000000,1919,38,1,0
169592,550,25750000,1930,51,2,0
169593,450,31000000,1983,104,2,1
169595,220,54950000,1958,83,3,0
169596,220,46400000,1923,61,2,0
169597,101,51500000,1919,51,1,0
169602,300,35900000,1955,85,1,0
169604,210,51000000,1985,69,1,0
169606,112,46100000,1996,67,1,0
169607,200,152000000,1964,380,4,2
169609,112,65500000,1988,100,2,0
169610,108,140000000,2011,199,3,1
169611,112,59900000,1997,85,2,0
169612,102,149990000,2020,238,3,0
169613,210,149900000,2018,216,4,1
169614,112,127000000,1994,163,3,2
169615,210,74300000,2017,110,2,0
169616,111,38000000,1972,71,1,0
169618,104,96000000,2022,122,2,0
169619,104,121400000,2022,163,4,0
169620,210,93000000,2004,121,3,0
169621,113,120000000,2004,177,3,1
169622,640,87500000,1907,196,1,0
169623,640,87500000,1907,196,1,0
169624,640,87500000,1907,196,2,0
169625,110,68000000,1983,133,2,0
169626,640,40000000,1955,151,3,2
169627,221,54900000,2003,85,2,0
169628,200,69500000,2019,95,2,0
169629,110,64900000,1967,118,3,0
169630,220,50000000,1978,74,2,0
169631,105,57900000,1949,67,2,0
169632,200,81000000,1999,113,3,0
169634,200,49900000,1973,69,2,0
169635,221,69900000,2006,124,2,0
169638,245,56000000,1981,170,3,2
169639,260,58500000,2020,101,3,0
169640,230,32000000,1978,64,1,0
169641,230,86000000,1966,180,4,2
169642,230,65500000,2021,112,2,0
169643,260,65000000,2021,120,3,1
169644,230,34000000,1955,76,1,0
169645,230,46500000,1963,134,4,0
169650,110,82500000,2018,109,3,0
169651,800,105000000,2019,202,4,2
169652,200,96500000,2021,108,2,0
169653,105,46000000,1950,72,2,0
169655,107,73000000,1990,90,2,0
169656,107,118000000,1989,186,6,0
169657,203,44900000,2010,52,1,0
169696,200,54000000,1973,98,3,0
169697,200,115000000,2019,139,4,0
169698,104,47900000,1963,62,1,0
169700,203,150000000,2007,237,4,1
169701,220,35000000,1915,53,2,0
169702,108,58900000,2019,74,1,0
169703,104,85000000,1957,157,3,0
169704,220,125000000,2005,157,3,0
169705,105,72900000,1938,79,4,0
169706,107,26000000,1947,29,1,0
169707,107,61000000,1956,87,2,0
169709,108,69600000,2022,84,2,0
169710,101,60000000,1980,60,1,0
169711,220,68000000,2007,89,1,0
169712,220,22750000,1926,40,1,0
169713,220,22750000,1926,79,1,0
169714,112,115000000,1989,175,4,1
169715,104,58000000,2020,72,1,0
169716,109,63878000,2007,187,3,2
169717,108,160000000,1971,211,3,1
169718,221,58400000,2022,73,2,0
169719,220,57000000,1954,79,1,0
169720,270,67300000,2017,88,3,0
169721,101,43500000,1909,48,1,0
169722,109,52200000,1976,97,2,0
169723,104,69000000,1959,107,3,0
169724,105,26300000,1986,42,1,0
169725,108,69900000,1964,130,3,0
169726,220,64800000,1948,91,2,0
169727,221,49800000,2022,60,1,0
169728,105,55700000,1989,79,2,0
169729,108,76600000,1977,125,4,0
169730,111,103000000,1981,202,5,1
169731,104,53000000,2022,51,1,0
169732,220,52000000,1947,84,1,0
169733,104,59900000,2022,67,1,0
169734,203,206500000,2013,253,4,2
169735,102,112900000,2019,143,2,0
169736,108,105500000,1964,213,3,0
169737,170,46000000,1982,56,1,0
169739,112,67500000,1987,120,2,0
169740,101,47500000,1935,60,2,0
169741,210,67000000,1973,100,3,0
169745,221,88500000,2007,151,3,1
169747,108,56000000,1965,82,1,0
169752,101,120000000,1949,145,2,0
169753,101,85000000,1925,92,1,0
169754,101,185000000,1925,221,2,0
169755,101,185000000,1925,221,2,0
169756,101,100000000,1949,103,2,0
169758,201,54900000,2019,55,1,0
169764,111,109000000,1974,214,6,2
169765,112,59900000,1988,92,2,0
169766,111,52000000,1972,99,3,0
169767,110,71500000,1984,107,3,0
169768,111,40000000,1973,62,1,0
169769,112,87200000,2000,142,3,0
169770,105,50500000,1960,77,2,0
169771,200,130000000,1966,214,7,1
169772,201,67500000,1996,118,3,0
169773,112,64100000,1994,89,2,0
169774,101,58000000,1943,71,2,0
169775,105,124900000,1949,243,6,0
169777,201,79100000,2017,110,3,0
169778,270,79000000,1982,159,3,0
169779,104,106500000,1902,229,4,0
169780,210,75000000,2008,82,1,0
169782,112,63500000,1996,86,2,0
169783,103,63400000,1960,125,4,0
169784,112,55900000,1996,86,2,0
169785,107,39450000,1989,44,1,0
169786,110,42000000,1967,61,1,0
169788,108,16003000,2007,88,2,0
169789,101,93000000,1975,127,3,0
169790,201,66200000,1998,98,1,0
169792,105,69900000,1955,119,3,0
169793,210,136000000,1976,207,5,2
169794,101,39000000,1915,54,2,0
169795,221,50500000,2022,60,1,0
169796,221,53900000,2022,65,1,0
169797,221,61500000,2022,77,2,0
169798,221,57800000,2022,73,2,0
169799,221,53200000,2022,65,1,0
169800,221,48500000,2022,60,1,0
169801,108,50000000,1956,73,1,0
169805,355,39000000,1956,180,4,2
169807,310,59300000,2016,128,1,0
169808,310,59300000,2016,128,1,0
169809,340,59000000,1994,225,5,2
169812,310,29900000,2016,64,1,0
169814,400,55500000,1976,118,2,0
169815,400,25000000,1987,55,1,0
169816,420,40000000,1996,172,3,2
169817,400,92500000,2006,179,3,0
169818,400,23500000,1930,80,2,0
169820,550,35000000,1974,111,2,0
169821,550,39000000,1978,113,4,0
169823,600,34000000,1966,98,1,0
169824,600,49000000,2017,67,1,0
169825,625,33000000,1950,190,4,2
169826,603,50000000,1964,268,4,2
169827,600,32200000,1947,48,1,0
169828,600,68500000,2022,104,2,0
169829,603,39000000,1970,91,2,0
169830,603,80700000,1978,183,5,1
169831,603,84000000,1988,171,4,2
169832,603,31000000,1987,72,1,0
169834,600,49000000,2004,81,2,0
169837,603,43000000,1980,72,2,0
169838,600,55500000,2022,84,3,0
169839,625,25500000,1961,164,3,2
169841,750,21200000,1959,164,3,2
169842,740,65000000,1982,205,5,2
169843,740,24000000,1979,67,2,0
169852,850,35000000,2019,80,2,1
169856,800,39500000,2019,60,1,0
169858,800,38000000,2022,69,1,0
169861,800,39400000,1956,85,1,0
169863,815,26000000,2019,51,1,0
169864,800,56900000,2022,101,2,0
169865,800,43300000,2002,77,1,0
169866,800,47200000,2022,80,2,0
169867,815,42000000,1956,188,5,2
169869,250,48400000,2021,90,2,1
169870,240,43000000,1990,104,3,1
169871,260,45800000,2005,90,2,0
169872,190,39750000,2006,78,2,0
169873,230,34300000,1978,62,1,0
169874,240,45000000,1930,248,7,2
169876,230,39900000,1985,84,2,0
169877,260,83000000,2005,151,3,2
169879,260,92000000,2007,251,4,1
169880,260,42000000,2018,67,2,0
169881,230,42500000,1959,113,1,0
169883,262,36000000,1969,90,2,0
169884,230,34400000,1982,77,2,0
169885,230,37500000,1976,72,2,0
169886,190,69500000,1930,172,4,2
169887,230,79900000,1964,210,5,1
169888,900,35000000,1954,108,2,2
169889,900,27500000,1915,63,1,0
169891,240,67000000,2006,131,2,1
169892,262,49400000,1970,169,3,1
169893,107,92000000,1967,147,3,0
169894,101,43000000,1933,59,1,0
169896,740,62500000,2006,145,3,1
169897,735,15000000,1914,121,3,2
169899,300,65000000,2005,144,3,0
169900,221,57900000,2022,74,2,0
169901,105,40700000,1986,85,2,0
169902,310,41000000,2018,96,2,0
169903,310,54000000,1928,212,4,2
169904,221,58400000,2022,73,2,0
169905,221,60400000,2022,77,2,0
169906,109,54900000,1970,98,2,0
169909,740,63500000,2006,175,4,2
169910,107,27000000,1957,42,1,0
169911,600,77500000,2001,241,4,2
169912,600,45400000,2020,66,2,0
169913,603,39500000,1992,69,1,0
169914,105,71000000,1944,89,2,0
169915,550,80000000,1981,233,4,1
169920,103,54200000,1985,75,1,0
169921,112,106100000,1992,147,3,2
169926,104,92200000,2022,125,4,0
169928,210,81900000,2022,136,3,0
169929,220,70000000,1978,147,4,0
169930,111,56000000,1975,112,3,0
169931,221,57500000,2022,73,2,0
169933,230,13750000,1931,36,1,0
169934,300,37500000,1974,101,2,0
169935,350,17000000,1959,104,4,0
169936,660,34000000,1980,113,4,2
169937,101,54000000,1948,63,1,0
169938,230,37000000,1979,77,2,0
169942,111,94000000,1981,172,3,1
169945,200,83500000,2015,93,2,0
169946,105,64900000,1957,89,2,0
169947,600,68000000,2019,116,3,0
169948,300,53000000,1947,138,2,0
169949,108,63500000,1968,79,3,0
169951,600,76000000,1892,239,2,2
169952,800,88000000,2018,128,2,0
169953,105,50400000,1960,71,1,0
169954,105,47600000,1940,68,1,0
169955,203,210000000,2011,285,5,2
169956,109,58000000,1978,101,3,0
169957,600,18000000,1940,54,1,1
169958,600,20500000,1930,46,1,0
169961,220,115000000,1998,189,5,2
169962,600,42500000,2020,60,2,0
169963,104,102000000,1949,130,3,0
169964,104,120000000,1963,238,7,2
169965,220,85500000,1958,139,4,0
169966,104,46000000,1967,54,1,0
169968,105,73500000,1957,112,3,0
169969,203,158000000,2008,302,8,2
169970,113,73900000,2004,115,3,0
169971,107,66500000,1952,71,2,0
169973,112,61900000,1993,101,3,0
169974,270,54900000,2021,69,2,0
169976,201,68900000,2002,98,2,0
169977,201,75000000,2000,112,3,0
169980,425,34000000,1975,183,4,2
169982,800,10738000,1973,119,3,2
169983,800,16107000,1973,119,3,2
169985,109,59000000,1969,112,3,0
169987,200,36000000,1962,38,1,0
169988,201,73000000,1993,98,3,0
169989,104,55000000,1959,73,1,0
169990,102,83990000,2020,100,1,0
169991,112,89000000,2005,134,2,0
169992,230,74000000,1984,154,3,1
169993,900,28000000,1975,118,2,0
169995,230,33800000,1945,80,2,0
169996,107,53000000,1955,66,2,0
169997,300,89900000,1988,305,4,2
169998,260,47500000,2006,91,2,0
169999,300,45990000,2022,58,1,0
170000,300,60490000,2022,79,2,0
170001,600,59500000,2003,112,3,1
170002,810,102000000,2006,236,4,2
170005,300,87000000,2000,155,3,2
170009,300,85000000,1967,201,6,2
170011,300,42200000,1947,89,2,0
170012,300,63000000,1945,175,3,0
170013,300,70900000,1978,153,3,2
170014,600,49000000,2019,79,1,0
170015,300,52000000,2007,110,2,0
170017,108,63900000,1963,104,3,0
170018,600,37000000,2019,54,1,0
170019,340,51600000,1981,175,3,2
170021,310,67500000,1940,224,6,2
170022,113,76500000,2022,107,3,0
170023,101,76000000,1927,102,1,2
170024,200,48500000,1977,78,1,0
170025,260,45000000,2008,85,2,0
170026,113,68100000,2022,86,2,0
170027,104,33900000,1953,57,1,0
170028,104,33800000,1956,39,1,0
170029,300,87000000,2006,170,3,0
170032,230,63600000,1969,168,4,0
170033,900,22900000,1925,59,2,0
170035,101,59000000,2019,64,1,0
170036,101,79900000,1920,111,2,1
170037,600,36500000,2022,48,1,0
170039,112,124000000,1991,192,3,2
170040,104,61000000,1965,102,3,0
170041,810,75900000,2021,129,3,1
170042,101,97000000,1930,149,1,0
170043,105,60000000,1967,114,2,0
170044,102,99900000,2020,136,2,0
170045,600,37800000,1959,87,2,0
170046,840,29500000,2000,61,1,0
170047,840,28500000,2000,58,1,0
170048,110,137500000,1992,282,5,1
170049,840,29500000,2000,61,1,0
170051,101,53250000,1918,62,1,0
170052,221,57800000,2022,73,2,0
170053,425,22000000,1981,90,2,0
170054,221,76400000,2022,110,3,0
170055,221,57500000,2022,73,2,0
170056,221,53500000,2022,65,1,0
170057,221,49100000,2022,60,1,0
170058,220,61000000,1965,142,4,0
170059,221,58100000,2022,73,2,0
170060,430,9900000,1941,72,2,2
170061,415,29000000,1980,121,4,2
170066,201,61000000,1998,88,2,0
170067,105,59900000,1947,120,3,0
170070,225,145000000,2017,185,3,2
170071,113,67000000,2016,100,2,0
170072,271,53357000,2009,213,5,2
170073,201,66000000,1995,104,3,0
170074,110,112500000,1983,200,3,1
170077,109,48500000,1971,87,3,0
170079,104,60300000,1960,97,1,0
170080,112,57000000,1994,98,3,0
170081,220,92600000,1966,170,4,1
170082,110,103200000,1994,155,3,1
170083,105,68900000,1944,138,2,0
170084,200,57000000,1957,85,3,0
170085,112,119900000,1985,206,3,2
170086,110,66000000,2001,98,2,0
170087,105,54100000,1963,89,2,0
170088,101,75200000,1903,92,3,0
170089,270,92000000,2022,142,2,0
170091,101,42200000,1905,42,1,0
170093,201,55000000,1994,66,1,0
170095,107,54750000,1946,54,1,0
170096,112,43500000,1986,54,1,0
170097,104,69000000,1944,99,3,0
170099,113,77000000,2004,120,2,0
170100,104,81900000,2022,97,2,0
170101,113,53800000,2016,71,1,0
170102,230,20250000,1980,49,1,0
170103,230,38000000,1985,84,2,0
170104,230,32800000,2005,103,2,1
170105,230,44200000,1983,90,2,0
170106,690,12000000,1986,57,2,2
170107,104,100000000,2000,125,3,0
170108,104,62500000,1953,81,2,0
170109,101,63000000,1929,83,1,0
170110,109,50000000,1968,104,4,0
170116,400,56000000,1988,172,4,1
170122,101,56000000,1942,96,2,0
170127,400,28000000,1926,92,3,0
170128,600,56000000,2007,99,3,0
170129,600,68900000,2018,114,2,0
170131,107,65900000,1952,83,2,0
170132,270,81000000,1993,108,2,1
170135,640,53400000,1975,276,7,2
170136,221,58100000,2022,73,2,0
170137,221,75400000,2022,111,3,0
170138,221,75800000,2022,111,3,0
170139,221,61500000,2022,79,2,0
170140,104,65000000,1966,105,2,0
170141,104,53000000,1950,65,1,0
170142,201,86000000,2002,122,3,0
170143,113,54100000,2019,61,1,0
170144,221,55500000,2006,82,2,0
170145,221,61000000,2022,77,2,0
170146,220,72500000,2010,93,2,0
170147,221,73400000,2022,101,3,0
170148,210,92000000,2021,122,3,0
170149,107,57500000,1979,67,2,0
170150,210,50500000,1985,69,1,0
170151,221,131000000,2007,228,4,2
170152,113,55710000,2022,59,1,0
170153,101,79900000,2010,89,2,0
170154,210,81500000,2000,112,2,0
170155,270,94900000,1966,185,5,2
170156,111,70000000,1974,152,3,0
170158,203,149800000,2013,210,4,1
170159,230,46200000,1972,134,3,0
170160,245,56000000,1981,143,3,1
170161,111,36000000,1974,78,2,0
170162,221,119900000,1995,199,2,2
170163,270,119000000,2001,171,3,1
170164,112,66500000,1993,89,3,0
170165,861,55000000,1995,154,2,2
170166,800,86000000,2004,156,3,2
170167,109,65000000,1992,94,2,0
170168,220,66000000,2008,114,2,0
170169,220,60000000,1945,113,1,0
170170,105,56500000,1963,89,3,0
170171,109,38000000,1968,71,1,0
170173,210,134900000,2022,199,4,1
170184,245,52800000,1963,184,3,0
170185,113,220000000,2014,340,4,2
170187,270,57900000,2022,69,1,0
170189,108,140000000,1951,92,3,2
170191,109,55000000,1971,80,2,0
170192,210,123000000,2016,159,3,0
170193,105,46500000,1963,63,1,0
170194,111,55000000,1978,111,4,0
170195,270,103000000,1968,170,4,2
170196,270,100000000,2017,126,3,1
170197,270,125000000,1978,277,4,1
170198,105,57500000,1942,80,1,0
170200,108,66900000,1969,86,2,0
170201,580,21000000,1933,119,5,1
170202,201,88000000,2017,117,2,0
170203,210,128000000,1973,170,4,2
170206,800,26500000,1945,67,1,0
170207,220,53600000,1989,89,2,0
170212,105,60000000,1961,88,2,0
170213,105,94000000,2018,110,2,0
170214,108,130000000,1970,166,5,1
170215,230,38000000,1978,77,2,0
170216,230,61000000,2006,101,2,0
170217,250,32500000,2022,82,2,1
170222,355,13500000,1944,67,1,1
170223,105,70500000,1942,77,1,0
170224,105,69900000,1965,101,2,0
170225,540,35500000,1972,275,8,2
170227,101,62500000,1957,69,1,0
170228,220,43750000,1952,120,3,0
170230,104,55700000,1984,67,1,0
170231,104,55000000,1938,76,2,0
170233,108,60000000,1974,101,3,0
170235,105,250000000,2018,276,4,0
170241,245,67000000,1978,173,4,2
170242,103,67900000,1992,95,1,0
170243,111,52000000,1974,79,2,0
170244,270,137000000,2018,221,4,1
170245,113,55900000,2004,85,2,0
170246,104,72500000,2022,97,2,0
170251,210,155500000,2008,174,3,0
170252,201,50000000,1997,84,1,0
170253,109,55500000,1976,95,2,0
170254,220,61519000,1989,97,2,0
170255,220,60400000,1988,128,2,0
170258,250,38500000,1984,106,3,0
170259,220,78000000,1967,139,3,0
170260,110,63500000,2002,109,3,0
170261,101,44000000,1919,59,1,0
170262,300,41600000,1948,146,3,0
170263,310,58000000,1921,164,3,0
170264,220,81000000,1923,110,2,2
170266,113,128000000,2008,180,3,0
170267,221,75400000,2022,110,3,0
170268,221,75800000,2022,110,3,0
170269,230,48000000,2000,94,2,0
170270,101,49000000,1929,81,1,0
170271,112,52850000,1992,85,2,0
170273,103,65000000,1984,88,2,0
170274,221,72900000,2020,88,3,1
170275,640,19000000,1957,76,1,0
170276,110,48000000,1967,85,2,0
170277,200,82500000,2011,100,2,0
170278,101,87500000,2017,101,1,0
170280,221,69900000,2001,122,3,0
170281,109,52900000,1970,75,2,0
170282,101,44500000,1935,78,1,0
170283,101,29000000,1906,50,1,0
170284,800,73000000,2000,148,3,1
170285,800,59900000,2022,101,2,0
170286,201,61000000,1999,95,2,0
170287,105,98000000,1946,143,3,0
170288,800,45100000,2022,80,2,0
170289,104,44600000,1946,62,1,0
170291,105,57900000,1948,77,1,0
170292,101,270000000,2019,176,2,0
170293,101,89900000,1900,141,2,0
170295,110,40500000,1986,57,1,0
170296,600,13950000,1930,75,2,0
170310,101,34000000,1922,37,1,0
170311,603,24750000,2001,95,3,0
170312,112,51000000,1989,63,1,0
170313,210,111000000,1973,164,5,2
170314,600,66900000,2018,105,3,0
170315,600,59500000,1939,157,4,0
170317,760,22500000,1921,218,9,2
